At the end ofThat me movie #PompeiiMovie i had a tear run out :( .. realy enjoyed.. Gym time nowwww woop
#PompeiiMovie was sooooo good but it was depressing at the end.
RT @uicradio: Gave out plenty of #PompeiiMovie  shirts today! More photos to come! http://t.co/fgpEEFCytQ
RT @PompeiiMovie: A national treasure. A sleeping giant. Learn more about the supervolcano at Yellowstone National Park. http://t.co/pYs34p…
My afternoon just opened up, so I'm definitely going to see Jon Snows fine ass in #PompeiiMovie $5 Tuesday! #GameOfThrones
At the movies watching #PompeiiMovie
Searching for the lost city #Latin #PompeiiMovie http://t.co/kTGkPlnD7b
“@SimonaAdamo: Can't wait to see this #PompeiiMovie 😻🔫http://t.co/Wwx9lgSxUj”
The fire of the ancient world has awakened! Come see #PompeiiMovie today in 3D at @GDCinemas today! #Movies http://t.co/Mc6NRyYTRx
So, so bad, it makes the #PompeiiMovie look like Citizen Kane.
"""RT @Middle_Earthian: They are perfection #PompeiiMovie """"@Pompeii5482: http://t.co/9PoVEPfyoc"""""""
"""They are perfection #PompeiiMovie """"@Pompeii5482: http://t.co/9PoVEPfyoc"""""""
RT @MalloryMargret: But that Milo tho. (Lick the screen) #PompeiiMovie @Country_Wade_17 http://t.co/D7ej2Cdl0l
But that Milo tho. (Lick the screen) #PompeiiMovie @Country_Wade_17 http://t.co/D7ej2Cdl0l
@enzotuason A place in Italy destroyed by the eruption of Mt. Vesuvius in 79 A.D. #PompeiiMovie
Everyone died in #PompeiiMovie
Going to see Pompeii today with my sweetums 😊🙊✨🎥 #soexcited #PompeiiMovie @JohnBoobster26
@PompeiiMovie Amazing movie! Wouldn't mind going to see it again in 3D!! #PompeiiMovie #MustSee
RT @miekebuchan: Kit Harrington, what a lovely man! A wonderful  interview. #PompeiiMovie #GoTFoxtel #GameOfThrones @bigpondmovies http://t…
I was going to have my students go see 'Pompeii' for extra credit, but don't have the time to undo the damage #PompeiiMovie #Pompeii
"""RT @2dayFMbreakfast: """"I asked that (CGI enhancements)... but apparently I had to do it myself"""" Kit Harington on his abs in #PompeiiMovie an…"""
"""@reynald_roe When I closed my eyes, it feels like there's nothing changed at all! How am I gonna be optimist about this?"
""
"#PompeiiMovie"""
#Pompeiimovie is erupting on the big screen. Enter the Digiplex Sweepstakes and win a POMPEII GO BAG! -  http://t.co/n6KjgEXgvQ
RT @gdcinemas: The fire of the ancient world has awakened! See #PompeiiMovie today in 3D at GDC!! @ThePalmsLagos @Tripican http://t.co/Jrjm…
RT @2dayFMbreakfast: YOU KNOW NOTHING JON SNOW... #2DayFMBreakfast #GameOfThrones #PompeiiMovie http://t.co/rVugFPmSSR
"""RT @PompeiiMovie: """"Maybe the gods spared us...” #PompeiiMovie &gt;&gt; http://t.co/6wgs87V91f http://t.co/3rGpX9tyLe"""
Handsome!!!!!! #KitHarington #GameOfThrones #PompeiiMovie 😘😍❤👍 http://t.co/Y4qkEA5ArN
@CineplexUg what do u mean 22k for #PompeiiMovie
The fire of the ancient world has awakened! See #PompeiiMovie today in 3D at GDC!! @ThePalmsLagos @Tripican http://t.co/JrjmdZUQRB
